condition,flow,routes_length,fee
der_hub_count,total_feeder_distance,max_capacities,avg_capacities
9928.0,44.260956641000014,9928.0,14.0,189287.0,87.48542071199999,34.837689253071424
9928.0,44.260956641000014,9928.0,14.0,189287.0,87.48542071199999,34.837689253071424
9928.0,44.260956641000014,9928.0,14.0,189287.0,87.48542071199999,34.837689253071424
12446.0,66.93897800000002,12446.0,16.0,162919.0,68.41796866,27.018234809875
12446.0,66.93897800000002,12446.0,16.0,162919.0,68.41796866,27.018234809875
14956.0,96.70108237800005,14956.0,18.0,162411.0,33.24732393699999,20.42163089038889
14956.0,96.70108237800005,14956.0,18.0,162411.0,33.24732393699999,20.42163089038889
16938.0,101.92606775500006,16938.0,22.0,145861.0,52.77504595300001,16.382248820227275
17491.0,128.3565206180001,17491.0,21.0,146003.0,77.20834636599999,14.805842543666667
17491.0,128.3565206180001,17491.0,21.0,146003.0,77.20834636599999,14.805842543666667
19962.0,160.7864721900002,19962.0,19.0,138164.0,29.108987950999996,13.758764791947367
19962.0,160.7864721900002,19962.0,19.0,138164.0,29.108987950999996,13.758764791947367
21883.0,170.45063044900036,21883.0,29.0,123768.0,26.033165154000002,8.472776555827586
22164.0,177.34787730600024,22164.0,21.0,117750.0,32.816319195,11.323835448571428
23649.0,184.88437313300014,23649.0,23.0,132014.0,33.660057072,9.877060851521739
24619.0,208.3431144630003,24619.0,27.0,112393.0,18.830147113000002,7.2390903206666675
24619.0,208.3431144630003,24619.0,27.0,112393.0,18.830147113000002,7.2390903206666675
26936.0,215.2212737310005,26936.0,24.0,113697.0,20.381865329,7.814721040375001
27419.0,223.4401741290005,27419.0,19.0,98177.0,22.694205011000005,9.356523293842107
27419.0,223.4401741290005,27419.0,19.0,98177.0,22.694205011000005,9.356523293842107
29745.0,229.14684045800027,29745.0,21.0,103940.0,26.892641795000003,8.059237762619048
30950.0,235.79953803800052,30950.0,24.0,106762.0,20.381865329,6.724326065166667
31081.0,236.34327832600042,31081.0,22.0,97389.0,27.217142889,7.324958055545455
32880.0,249.0437513040005,32880.0,21.0,93522.0,25.216259753000003,6.92583427947619
32880.0,249.0437513040005,32880.0,21.0,93522.0,25.216259753000003,6.92583427947619
32880.0,249.0437513040005,32880.0,21.0,93522.0,25.216259753000003,6.92583427947619
35712.0,256.82809584000046,35712.0,22.0,104015.0,22.520253181,6.16896229609091
36064.0,258.67338903000064,36064.0,19.0,78272.0,22.587542109999998,7.025298453473684
37863.0,265.6288967540004,37863.0,22.0,81916.0,24.919149853,5.708004976136364
38465.0,266.36619053500044,38465.0,22.0,79897.0,46.435138364,5.614923866045455
38465.0,266.36619053500044,38465.0,22.0,79897.0,46.435138364,5.614923866045455
40533.0,267.6820980370003,40533.0,18.0,65211.0,28.098644486,6.846819802222223
41780.0,269.965929275,41780.0,17.0,88625.0,15.861020918000003,7.032728318294118
42840.0,271.1184224990003,42840.0,16.0,77000.0,23.405672319000004,7.447105714875001
43579.0,277.1297657959999,43579.0,18.0,66759.0,18.755973081,6.202878903888889
43579.0,277.1297657959999,43579.0,18.0,66759.0,18.755973081,6.202878903888889
45933.0,279.1910023369998,45933.0,17.0,78533.0,18.022294839999997,6.433968029235294
46249.0,279.2444638049999,46249.0,15.0,69603.0,22.73794576,7.287897815666666
47866.0,283.7352269959999,47866.0,16.0,69078.0,21.930360568000005,6.5227105755625
47866.0,283.7352269959999,47866.0,16.0,69078.0,21.930360568000005,6.5227105755625
47866.0,283.7352269959999,47866.0,18.0,63956.0,15.861020918000003,5.797964956055555
